siteID,submission_dt,date,bandNumber,type,status,notes,delete_flag
TATEJUAMD1,,2012-06-17,2411-37754,P,alive,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013.",0
CAMPGLOMD1,,2012-06-21,2301-56982,P,alive,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13",0
PADORAMVA1,,2012-06-21,1292-64264,P,alive,"yearColumn = 2010, banded 7/1/10; yearColumn = 2012, resighted by participant 21 June",0
PADORAMVA1,,2012-06-25,2301-55960,P,alive,"yearColumn = 2008, banded 23 June; yearColumn = 2010, resighted 7/1/10, missing Pk band; yearColumn = 2012, resighted by participant 25 June",0
TATEJUAMD1,,2012-06-28,2411-37760,P,alive,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted",0
VONGJENMD1,,2012-06-30,2411-37406,P,alive,"yearColumn = 2009, banded 6/23; yearColumn = 2012, Resighted 6/7/2012; resighted by participant 06/30/2012; yearColumn = 2014, resighted by participant 24 May; yearColumn = 2015, resighted by participant 24 May",0
TATEJUAMD1,,2012-07-02,2411-37754,P,alive,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013.",0
CAMPGLOMD1,,2012-07-15,2301-56983,P,alive,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant 11 April; yearColumn = 2012, resighted by participant July",0
TATEJUAMD1,,2012-07-15,2610-37323,P,alive,"yearColumn = 2010, Captured 6/22/2010; yearColumn = 2012, resighted by participant3May, 15 July; yearColumn = 2013, .Resighted by participant 7/8/2013",0
ASSMCARMD1,,2012-07-17,2421-11728,P,alive,"yearColumn = 2010, banded 6/14/2010; yearColumn = 2012, resighted 8 May, 17 July by participant",0
VONGJENMD1,,2012-07-17,2251-80329,P,alive,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012",0
VONGJENMD1,,2012-07-17,2411-37989,P,alive,"yearColumn = 2010, banded 5/10; resighted by participant 19 July; yearColumn = 2011, resighted by participant 29 April; yearColumn = 2012, resighted by participant 05/04/2012; 07/17/2012",0
VONGJENMD1,,2012-07-17,2441-14203,P,alive,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012",0
PADORAMVA1,,2012-07-23,2590-83010,P,alive,"yearColumn = 2010, banded 7/1/10; resighted by participant 18 Oct; yearColumn = 2012, resighted by participant 23 July; 3 Feb 2013; yearColumn = 2014, resighted by BD July 12",0
CAMPGLOMD1,,2012-08-20,2301-56982,P,alive,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13",0
CAMPGLOMD1,,2012-09-08,2301-56982,P,alive,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13",0
FARYSIMMD1,,2012-10-01,2421-11502,P,alive,"yearColumn = 2010, banded 5/15; yearColumn = 2012, resighted by participant 10/01/2012",0
SCHLROBMD1,,2012-10-18,2250-24635,P,alive,"yearColumn = 2002, banded 22 July; recap 17 Sept; yearColumn = 2012, Resighted by participant 10/18/12",0
SCHLROBMD1,,2012-12-18,791-17044,P,alive,"yearColumn = 2001, banded 15 May; yearColumn = 2012, Resighted by participant 12/18/12",0
SCHLROBMD1,,2012-12-29,2411-37209,P,alive,"yearColumn = 2009, banded 5/15/2009; yearColumn = 2012, Resighted by participant 12/29/12",0
TATEJUAMD1,,2013-01-04,2441-96549,P,alive,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 1/4/14",0
SCHLROBMD1,,2013-01-30,2411-37205,P,alive,"yearColumn = 2009, banded 5/15/2009; yearColumn = 2014, Resighted by participant 1/30/2014",0
TATEJUAMD1,,2013-02-01,2590-82189,P,alive,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 2/1/14; yearColumn = 2015, Resighted by Participant 4/1/15",0
TATEJUAMD1,,2013-02-01,2641-63665,P,alive,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 2/1/14; yearColumn = 2015, Resighted by participant 1/2/15",0
EGGELESVA1,,2013-02-17,2571-90103,P,alive,"yearColumn = 2012, Capture 7/12/2012; yearColumn = 2013, resighted by neighbor 17 February; 1 Dec",0
TATEJUAMD1,,2013-03-04,2441-14180,P,alive,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 3/4/2013.",0
TATEJUAMD1,,2013-03-04,2441-14181,P,alive,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 3/4/2013",0
SCHLROBMD1,,2013-03-07,2460-22951,P,alive,"yearColumn = 2008, banded 19 june; yearColumn = 2013, Resighted by participant 3/7/13",0
KEYESUSMD1,,2013-03-25,2441-96474,P,alive,"yearColumn = 2012, Capture 6/11/2012; yearColumn = 2013, Resighted by participant 3/25/2013",0
BUISNORVA1,,2013-04-04,2301-56996,P,alive,"yearColumn = 2010, banded 5/29/10; yearColumn = 2011, resighted by participant 02/27/2011; yearColumn = 2012, resighted by participant 03/23/2012; yearColumn = 2013, resighted by participant 4/4/13",0
KEYESUSMD1,,2013-04-04,2590-83171,P,alive,"yearColumn = 2010, banded 7/9/10; yearColumn = 2013, resighted by participant 4/4/2013; yearColumn = 2014, recaptured by BD July 26",0
KEYESUSMD1,,2013-04-04,2590-83170,P,alive,"yearColumn = 2010, banded 7/9/10; yearColumn = 2013, resighted by participant 4/4/2013",0
GOCHJOAMD1,,2013-04-05,2411-37117,P,alive,"yearColumn = 2009, banded 6/12/2009; yearColumn = 2013, Resighted by participant 4/5/13",0
KEYESUSMD1,,2013-04-05,2411-37258,P,alive,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2011, Resight by participant 11/27/11; yearColumn = 2012, Resight by participant 6/9/2012; yearColumn = 2013, Resighted by participant 4/5/2013",0
SCHLROBMD1,,2013-04-07,2590-82019,P,alive,"yearColumn = 2012, Banded 7/10/2012; yearColumn = 2013, Resighted by participant 4/7/13",0
BARBJERMD1,,2013-04-13,2421-11764,P,alive,"yearColumn = 2010, Banded 7/2/10; yearColumn = 2012, resighted by participant 03/10/2012; Recaptured 6/4/2012; yearColumn = 2013, resighted by participant 4/13/2013; recaptured 7/11/13",0
COLSKATMD1,,2013-04-15,2590-83036,P,alive,"yearColumn = 2012, .Banded 5/18/2012; yearColumn = 2013, resighted 4/2013; yearColumn = 2014, resighted 6/12/14; yearColumn = 2015, Recaptured 6/6/15",0
FISHFERVA1,,2013-04-15,2510-03826,P,alive,"yearColumn = 2008, Banded June 22; yearColumn = 2009, resighted by participant 31 March; yearColumn = 2010, resighted by participant 16 April; yearColumn = 2011, resighted by participant 16 March, May 10; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, resighted by participant in april, recaptured 5/6/2013",0
GOCHJOAMD1,,2013-04-15,2590-82027,P,alive,"yearColumn = 2012, Banded 7/13/2012; yearColumn = 2013, Resighted by participant 4/15/13; yearColumn = 2015, Participant resight",0
WARDDOUVA1,,2013-04-17,2441-14133,P,alive,"yearColumn = 2009, Banded 6/28/2009; yearColumn = 2010, resighted by participant 3 April; recap 6/5; yearColumn = 2012, resighted 6/28; yearColumn = 2013, resighted by participant 17 April",0
WARDDOUVA1,,2013-04-17,1991-46190,P,alive,"yearColumn = 2008, banded 5 july; yearColumn = 2013, resighted by participant 17 April",0
CAMPGLOMD1,,2013-04-20,2301-56982,P,alive,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13",0
FARYSIMMD1,,2013-04-22,2251-80337,P,alive,"yearColumn = 2010, banded 5/15; resighted by participant 10-26-2010; yearColumn = 2013, resighted by participant 22 April",0
STEWBETMD1,,2013-04-28,2281-69406,P,alive,"yearColumn = 2007, Banded June 15; yearColumn = 2008, resighted by participant 13 April, recaptured 7/8/08; yearColumn = 2009, resighted by participant 5 april Recap 5/13/2009; yearColumn = 2010, resighted 6/5/2010; by participant 26 sept.; yearColumn = 2013, resighted by participant 28 April",0
KEYESUSMD1,,2013-05-05,2411-37260,P,alive,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 17 May, 14 June; yearColumn = 2011, resighted by participant 5/1/11, 6/17/11; yearColumn = 2012, resighted by participant 1/3/12, 5/1/12; yearColumn = 2013, reisighted by participant 5/5/2013",0
STURCARMD1,,2013-05-15,2590-83054,P,alive,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant late May",0
FREYFREMD1,,2013-05-19,2571-90117,P,found dead,"yearColumn = 2012, Capture 7/29/2012; yearColumn = 2013, resighted DEAD by particpant 19 May",0
BLOCDAVMD1,,2013-05-26,1951-40968,P,alive,"yearColumn = 2005, banded 23 June; yearColumn = 2008, resighted 5/17; yearColumn = 2013, resighted by participant 5/26/2013",0
WOODPAUVA1,,2013-05-28,2510-04394,P,alive,"yearColumn = 2012, captured 5/31/2012; yearColumn = 2013, resighted by participant 28 May, recapture 7/16/2013",0
FARYSIMMD1,,2013-06-03,742-29421,P,alive,"yearColumn = 2007, banded 25 may; yearColumn = 2013, resighted by participant 3 June",0
BRENSTEMD1,,2013-06-04,2421-11788,P,alive,"yearColumn = 2010, banded 7/21/10; yearColumn = 2013, resighted by participant 6/4/13",0
STURCARMD1,,2013-06-04,2400-00690,P,alive,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June",0
STURCARMD1,,2013-06-04,2421-34609,P,alive,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant 4 June",0
STURCARMD1,,2013-06-04,2421-34610,P,alive,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant 4 June",0
STURCARMD1,,2013-06-04,2590-83055,P,alive,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant 4 June",0
SILLSCOMD1,,2013-06-13,2571-90205,P,alive,"yearColumn = 2012, Banded 7/25/2012; yearColumn = 2013, resighted by participant 6/13",0
VERSBETMD2,,2013-06-15,2540-62817,P,alive,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech",0
TATEJUAMD1,,2013-06-23,2590-82008,P,alive,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 6/23/2013.; yearColumn = 2014, Resighted by participant 9/5/14",0
CAMPGLOMD1,,2013-06-26,2301-56984,P,alive,"yearColumn = 2010, banded 5/21/10; yearColumn = 2013, resighted by particpant 26 June",0
TATEJUAMD1,,2013-07-05,2411-37756,P,alive,"yearColumn = 2009, BANDED 6/29/09; yearColumn = 2010, resighted by participant 13 may; yearColumn = 2011, resighted by participant 05/04/2011; yearColumn = 2013, .resighted by participant 7/5/2013",0
TATEJUAMD1,,2013-07-08,2411-37754,P,alive,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013.",0
TATEJUAMD1,,2013-07-08,2421-34679,P,alive,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 7/8/2013; yearColumn = 2014, Resighted by participant 7/1/14",0
TATEJUAMD1,,2013-07-08,2610-37323,P,alive,"yearColumn = 2010, Captured 6/22/2010; yearColumn = 2012, resighted by participant3May, 15 July; yearColumn = 2013, .Resighted by participant 7/8/2013",0
SILLSCOMD1,,2013-07-15,2590-82034,P,alive,"yearColumn = 2012, Banded 7/25/2012; yearColumn = 2013, resighted by participant summer",0
SILLSCOMD1,,2013-07-15,2540-62922,P,alive,"yearColumn = 2008, banded_7/7; yearColumn = 2013, resighted by participant summer",0
FUISLISVA1,,2013-07-18,2331-41457,P,alive,"yearColumn = 2008, Banded  7/28/2008; yearColumn = 2012, Recapture 6/18/2012; yearColumn = 2013, Resighted by participant 7/18/13",0
TATEJUAMD1,,2013-07-28,2590-82006,P,alive,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 7/28/2013.",0
SOLIAPRMD1,,2013-08-08,2341-30389,P,alive,"yearColumn = 2012, captured 7/26/2012; yearColumn = 2013, resighted 8/8/2013; yearColumn = 2015, Resighted 7/16/15",0
COLSKATMD1,,2013-08-15,2460-22747,P,alive,"yearColumn = 2008, banded 17 June; yearColumn = 2009, resighted 5/29/2009; yearColumn = 2010, resighted by participant 8 May, resighted during NW visit 6/30; yearColumn = 2011, resighted by participant 15 March, 09/19/2011; yearColumn = 2013, resighted by participant 15 August",0
STURCARMD1,,2013-08-25,1991-46187,P,alive,"yearColumn = 2008, banded 2 july; yearColumn = 2009, resighted 7/3; yearColumn = 2012, Resighted 5/26/2012; yearColumn = 2013, resighted by participant 8/25",0
WILLTERMD1,,2013-09-28,1232-87911,P,alive,"yearColumn = 2008, banded 6/5; yearColumn = 2012, Resight by participant 3/19/2012; yearColumn = 2013, Resight by participant on September 28",0
TATEJUAMD1,,2013-11-03,2421-34681,P,alive,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted 11/3/2013.",0
EGGELESVA1,,2013-12-01,2571-90103,P,alive,"yearColumn = 2012, Capture 7/12/2012; yearColumn = 2013, resighted by neighbor 17 February; 1 Dec",0
TATEJUAMD1,,2013-12-05,2590-82007,P,alive,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 12/5/2013.; yearColumn = 2014, Resighted by participant 8/8/14",0
TATEJUAMD1,,2013-12-13,2421-34682,P,alive,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, resighted by participant 12/13/2013.; yearColumn = 2014, resighted 19 June
Resighted by participant 8/3/14; yearColumn = 2015, Resighted by participant 3/9/15",0
TATEJUAMD1,,2014-01-02,2641-63665,P,alive,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 2/1/14; yearColumn = 2015, Resighted by participant 1/2/15",0
BEALTOMMD1,,2014-01-10,2441-96552,P,alive,"yearColumn = 2013, Captured July 10, 20013.; yearColumn = 2014, resighted 27 June by participant; 10 Jan 2015; yearColumn = 2015, resighted by participant",0
BEALTOMMD1,,2014-01-10,2421-34601,P,alive,"yearColumn = 2012, Banded 5/23/2012; yearColumn = 2014, resighted by participant 10 Jan 2015",0
BEALTOMMD1,,2014-01-10,2590-82196,P,alive,"yearColumn = 2013, Captured July 10, 2013; yearColumn = 2014, resighted by participant 10 Jan 2015",0
BEALTOMMD1,,2014-01-20,2421-11549,P,alive,"yearColumn = 2010, banded 7/13; yearColumn = 2012, Resighted 5/2012; yearColumn = 2014, resighted by participant 31 July, 20 Jan 2015",0
TATEJUAMD1,,2014-02-12,2641-63975,P,alive,"yearColumn = 2014, banded 19 June; yearColumn = 2015, Resighted by participant 2/12/15",0
TATEJUAMD1,,2014-02-23,2441-96547,P,found dead,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, found dead by nearby resident Feb 23",0
GOCHJOAMD1,,2014-02-27,2421-34693,P,alive,"yearColumn = 2012, Banded 7/13/2012; yearColumn = 2013, Resighted by tech 8/2/2013; yearColumn = 2014, Resighted by BD July 25; yearColumn = 2015, Participant resight 2/27/15",0
BLOCDAVMD1,,2014-03-15,2441-96351,P,alive,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant; yearColumn = 2015, Resighted 7/11/2015",0
BLOCDAVMD1,,2014-03-15,2641-63926,P,alive,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant; yearColumn = 2015, Resighted 7/11/2015.",0
BLOCDAVMD1,,2014-03-15,2641-63925,P,alive,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant",0
BLOCDAVMD1,,2014-03-15,2641-63924,P,alive,"yearColumn = 2013, June 8, 2013; yearColumn = 2014, resighted by participant",0
BLOCDAVMD1,,2014-03-15,742-29490,P,alive,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant",0
RAUNERIMD2,,2014-03-15,2661-31532,P,alive,"yearColumn = 2013, banded 7/29/13; yearColumn = 2014, resighted and photographed by neighbor at Greenbelt Lake",0
TATEJUAMD1,,2014-03-15,1202-99042,P,alive,"yearColumn = 2008, BANDED 14 June; yearColumn = 2009, resighted by participant (unknown date); yearColumn = 2010, resighted by participant (unknown date); yearColumn = 2014, re-sighted by participant Mar, Apr, May and Dec 2014; yearColumn = 2015, resighted by participant Mar and Apr 2015",0
